"","year","station","length","sex","reg_area","fmp"
"3566",2015,2057,59,"F","2B","CAN"
"3567",2015,2058,84,"F","2B","CAN"
"3568",2015,2058,83,"F","2B","CAN"
"3569",2015,2058,86,"F","2B","CAN"
"3570",2015,2058,80,"F","2B","CAN"
"3571",2015,2059,52,"M","2B","CAN"
"3572",2015,2059,59,"M","2B","CAN"
"3573",2015,2059,71,"M","2B","CAN"
"3574",2015,2059,64,"F","2B","CAN"
"3575",2015,2059,64,"M","2B","CAN"
"3576",2015,2060,65,"F","2B","CAN"
"3577",2015,2060,58,"M","2B","CAN"
"3578",2015,2060,74,"F","2B","CAN"
"3579",2015,2060,75,"F","2B","CAN"
"3580",2015,2060,83,"F","2B","CAN"
"3581",2015,2061,81,"F","2B","CAN"
"3582",2015,2061,76,"F","2B","CAN"
"3583",2015,2061,90,"F","2B","CAN"
"3584",2015,2061,88,"F","2B","CAN"
"3585",2015,2061,57,"F","2B","CAN"
"3586",2015,2062,63,"M","2B","CAN"
"3587",2015,2062,62,"M","2B","CAN"
"3588",2015,2062,64,"M","2B","CAN"
"3589",2015,2062,87,"F","2B","CAN"
"3590",2015,2062,92,"F","2B","CAN"
"3591",2015,2063,75,"F","2B","CAN"
"3592",2015,2063,73,"F","2B","CAN"
"3593",2015,2063,71,"M","2B","CAN"
"3594",2015,2063,65,"M","2B","CAN"
"3595",2015,2063,77,"F","2B","CAN"
"3596",2015,2064,67,"F","2B","CAN"
"3597",2015,2064,55,"F","2B","CAN"
"3598",2015,2064,56,"M","2B","CAN"
"3599",2015,2064,77,"M","2B","CAN"
"3600",2015,2064,58,"M","2B","CAN"
"3601",2015,2065,83,"F","2B","CAN"
"3602",2015,2065,86,"F","2B","CAN"
"3603",2015,2065,85,"F","2B","CAN"
"3604",2015,2065,65,"M","2B","CAN"
"3605",2015,2065,83,"F","2B","CAN"
"3606",2015,2066,86,"F","2B","CAN"
"3607",2015,2066,87,"F","2B","CAN"
"3608",2015,2066,85,"F","2B","CAN"
"3609",2015,2066,84,"M","2B","CAN"
"3610",2015,2066,71,"M","2B","CAN"
"3611",2015,2067,78,"F","2B","CAN"
"3612",2015,2067,67,"M","2B","CAN"
"3613",2015,2067,80,"F","2B","CAN"
"3614",2015,2067,66,"M","2B","CAN"
"3615",2015,2067,72,"M","2B","CAN"
"3616",2015,2068,69,"M","2B","CAN"
"3617",2015,2068,90,"F","2B","CAN"
"3618",2015,2068,68,"M","2B","CAN"
"3619",2015,2068,75,"F","2B","CAN"
"3620",2015,2068,67,"M","2B","CAN"
"3621",2015,2069,87,"F","2B","CAN"
"3622",2015,2069,82,"F","2B","CAN"
"3623",2015,2069,77,"M","2B","CAN"
"3624",2015,2069,84,"M","2B","CAN"
"3625",2015,2069,90,"F","2B","CAN"
"3626",2015,2070,86,"F","2B","CAN"
"3627",2015,2070,81,"F","2B","CAN"
"3628",2015,2070,77,"F","2B","CAN"
"3629",2015,2070,75,"F","2B","CAN"
"3630",2015,2070,80,"F","2B","CAN"
"3631",2015,2071,71,"F","2B","CAN"
"3632",2015,2071,60,"M","2B","CAN"
"3633",2015,2071,63,"M","2B","CAN"
"3634",2015,2071,77,"F","2B","CAN"
"3635",2015,2071,66,"F","2B","CAN"
"3636",2015,2072,77,"F","2B","CAN"
"3637",2015,2072,71,"M","2B","CAN"
"3638",2015,2072,66,"M","2B","CAN"
"3639",2015,2072,63,"F","2B","CAN"
"3640",2015,2072,81,"F","2B","CAN"
"3641",2015,2073,79,"F","2B","CAN"
"3642",2015,2073,68,"M","2B","CAN"
"3643",2015,2073,80,"F","2B","CAN"
"3644",2015,2073,86,"F","2B","CAN"
"3645",2015,2073,85,"F","2B","CAN"
"3646",2015,2074,70,"M","2B","CAN"
"3647",2015,2074,89,"F","2B","CAN"
"3648",2015,2074,68,"M","2B","CAN"
"3649",2015,2074,75,"M","2B","CAN"
"3650",2015,2074,57,"F","2B","CAN"
"3651",2015,2075,65,"M","2B","CAN"
"3652",2015,2075,61,"M","2B","CAN"
"3653",2015,2075,62,"M","2B","CAN"
"3654",2015,2075,64,"M","2B","CAN"
"3655",2015,2075,58,"M","2B","CAN"
"3656",2015,2076,70,"M","2B","CAN"
"3657",2015,2076,75,"M","2B","CAN"
"3658",2015,2076,56,"F","2B","CAN"
"3659",2015,2076,64,"M","2B","CAN"
"3660",2015,2076,70,"M","2B","CAN"
"3661",2015,2077,65,"F","2B","CAN"
"3662",2015,2077,63,"M","2B","CAN"
"3663",2015,2077,64,"M","2B","CAN"
"3664",2015,2077,64,"M","2B","CAN"
"3665",2015,2077,61,"M","2B","CAN"
"3666",2015,2079,80,"F","2B","CAN"
"3667",2015,2079,83,"F","2B","CAN"
"3668",2015,2079,81,"F","2B","CAN"
"3669",2015,2079,83,"F","2B","CAN"
"3670",2015,2079,82,"F","2B","CAN"
"3671",2015,2080,65,"F","2B","CAN"
"3672",2015,2080,56,"F","2B","CAN"
"3673",2015,2080,72,"M","2B","CAN"
"3674",2015,2080,64,"F","2B","CAN"
"3675",2015,2080,62,"F","2B","CAN"
"3676",2015,2081,55,"M","2B","CAN"
"3677",2015,2081,47,"F","2B","CAN"
"3678",2015,2081,69,"M","2B","CAN"
"3679",2015,2081,58,"M","2B","CAN"
"3680",2015,2081,63,"M","2B","CAN"
"3681",2015,2082,84,"F","2B","CAN"
"3682",2015,2082,82,"F","2B","CAN"
"3683",2015,2082,64,"M","2B","CAN"
"3684",2015,2082,89,"F","2B","CAN"
"3685",2015,2082,86,"F","2B","CAN"
"3686",2015,2083,54,"M","2B","CAN"
"3687",2015,2083,69,"M","2B","CAN"
"3688",2015,2083,65,"F","2B","CAN"
"3689",2015,2083,72,"F","2B","CAN"
"3690",2015,2083,47,"F","2B","CAN"
"3691",2015,2084,70,"M","2B","CAN"
"3692",2015,2084,65,"M","2B","CAN"
"3693",2015,2084,66,"F","2B","CAN"
"3694",2015,2084,64,"M","2B","CAN"
"3695",2015,2084,81,"M","2B","CAN"
"3696",2015,2085,80,"F","2B","CAN"
"3697",2015,2085,71,"M","2B","CAN"
"3698",2015,2085,48,"F","2B","CAN"
"3699",2015,2085,66,"F","2B","CAN"
"3700",2015,2085,56,"F","2B","CAN"
"3701",2015,2086,68,"M","2B","CAN"
"3702",2015,2086,65,"F","2B","CAN"
"3703",2015,2086,57,"M","2B","CAN"
"3704",2015,2086,73,"F","2B","CAN"
"3705",2015,2086,57,"M","2B","CAN"
"3706",2015,2087,76,"F","2B","CAN"
"3707",2015,2087,89,"F","2B","CAN"
"3708",2015,2087,88,"F","2B","CAN"
"3709",2015,2087,75,"F","2B","CAN"
"3710",2015,2087,81,"F","2B","CAN"
"3711",2015,2088,88,"F","2B","CAN"
"3712",2015,2088,100,"F","2B","CAN"
"3713",2015,2088,70,"F","2B","CAN"
"3714",2015,2088,86,"F","2B","CAN"
"3715",2015,2088,73,"F","2B","CAN"
"3716",2015,2089,62,"F","2B","CAN"
"3717",2015,2089,80,"F","2B","CAN"
"3718",2015,2089,86,"F","2B","CAN"
"3719",2015,2089,79,"F","2B","CAN"
"3720",2015,2089,80,"F","2B","CAN"
"3721",2015,2090,71,"F","2B","CAN"
"3722",2015,2090,72,"F","2B","CAN"
"3723",2015,2090,62,"M","2B","CAN"
"3724",2015,2090,88,"F","2B","CAN"
"3725",2015,2090,61,"F","2B","CAN"
"3726",2015,2091,80,"M","2B","CAN"
"3727",2015,2091,87,"M","2B","CAN"
"3728",2015,2091,78,"M","2B","CAN"
"3729",2015,2091,74,"M","2B","CAN"
"3730",2015,2091,84,"F","2B","CAN"
"3731",2015,2092,85,"F","2B","CAN"
"3732",2015,2092,87,"F","2B","CAN"
"3733",2015,2092,87,"F","2B","CAN"
"3734",2015,2092,74,"M","2B","CAN"
"3735",2015,2092,71,"F","2B","CAN"
"3736",2015,2093,94,"F","2B","CAN"
"3737",2015,2093,78,"F","2B","CAN"
"3738",2015,2093,62,"M","2B","CAN"
"3739",2015,2093,75,"F","2B","CAN"
"3740",2015,2093,81,"F","2B","CAN"
"3741",2015,2094,83,"F","2B","CAN"
"3742",2015,2094,66,"F","2B","CAN"
"3743",2015,2094,64,"M","2B","CAN"
"3744",2015,2094,75,"M","2B","CAN"
"3745",2015,2094,62,"M","2B","CAN"
"3746",2015,2095,73,"F","2B","CAN"
"3747",2015,2095,58,"F","2B","CAN"
"3748",2015,2095,80,"F","2B","CAN"
"3749",2015,2095,88,"F","2B","CAN"
"3750",2015,2095,64,"M","2B","CAN"
"3751",2015,2096,84,"F","2B","CAN"
"3752",2015,2096,78,"F","2B","CAN"
"3753",2015,2096,84,"F","2B","CAN"
"3754",2015,2096,81,"F","2B","CAN"
"3755",2015,2096,80,"F","2B","CAN"
"3756",2015,2097,65,"M","2B","CAN"
"3757",2015,2097,82,"F","2B","CAN"
"3758",2015,2097,86,"F","2B","CAN"
"3759",2015,2097,78,"F","2B","CAN"
"3760",2015,2097,72,"M","2B","CAN"
"3761",2015,2098,87,"M","2B","CAN"
"3762",2015,2098,74,"F","2B","CAN"
"3763",2015,2098,88,"F","2B","CAN"
"3764",2015,2098,88,"F","2B","CAN"
"3765",2015,2098,89,"F","2B","CAN"
"3766",2015,2099,93,"F","2B","CAN"
"3767",2015,2099,76,"M","2B","CAN"
"3768",2015,2099,75,"M","2B","CAN"
"3769",2015,2099,71,"M","2B","CAN"
"3770",2015,2099,92,"F","2B","CAN"
"3771",2015,2100,73,"F","2B","CAN"
"3772",2015,2100,64,"M","2B","CAN"
"3773",2015,2100,62,"M","2B","CAN"
"3774",2015,2100,67,"F","2B","CAN"
"3775",2015,2100,61,"F","2B","CAN"
"3776",2015,2101,72,"F","2B","CAN"
"3777",2015,2101,62,"F","2B","CAN"
"3778",2015,2101,70,"F","2B","CAN"
"3779",2015,2101,61,"F","2B","CAN"
"3780",2015,2101,64,"F","2B","CAN"
"3781",2015,2102,68,"M","2B","CAN"
"3782",2015,2102,58,"M","2B","CAN"
"3783",2015,2102,71,"F","2B","CAN"
"3784",2015,2102,66,"M","2B","CAN"
"3785",2015,2102,84,"F","2B","CAN"
"3786",2015,2103,68,"F","2B","CAN"
"3787",2015,2103,82,"F","2B","CAN"
"3788",2015,2103,63,"F","2B","CAN"
"3789",2015,2103,66,"M","2B","CAN"
"3790",2015,2103,68,"F","2B","CAN"
"3791",2015,2104,78,"F","2B","CAN"
"3792",2015,2104,83,"F","2B","CAN"
"3793",2015,2104,87,"F","2B","CAN"
"3794",2015,2104,63,"F","2B","CAN"
"3795",2015,2104,80,"F","2B","CAN"
"3796",2015,2105,69,"F","2B","CAN"
"3797",2015,2105,81,"F","2B","CAN"
"3798",2015,2105,83,"F","2B","CAN"
"3799",2015,2105,78,"F","2B","CAN"
"3800",2015,2105,85,"F","2B","CAN"
"3801",2015,2106,79,"M","2B","CAN"
"3802",2015,2106,80,"M","2B","CAN"
"3803",2015,2106,78,"M","2B","CAN"
"3804",2015,2106,82,"F","2B","CAN"
"3805",2015,2106,84,"M","2B","CAN"
"3806",2015,2107,77,"F","2B","CAN"
"3807",2015,2107,83,"F","2B","CAN"
"3808",2015,2107,88,"F","2B","CAN"
"3809",2015,2107,74,"F","2B","CAN"
"3810",2015,2108,86,"F","2B","CAN"
"3811",2015,2108,67,"F","2B","CAN"
"3812",2015,2108,78,"F","2B","CAN"
"3813",2015,2108,72,"F","2B","CAN"
"3814",2015,2108,68,"F","2B","CAN"
"3815",2015,2109,79,"F","2B","CAN"
"3816",2015,2109,60,"F","2B","CAN"
"3817",2015,2109,62,"F","2B","CAN"
"3818",2015,2109,65,"F","2B","CAN"
"3819",2015,2109,87,"F","2B","CAN"
"3820",2015,2110,70,"F","2B","CAN"
"3821",2015,2110,66,"F","2B","CAN"
"3822",2015,2110,69,"F","2B","CAN"
"3823",2015,2110,88,"F","2B","CAN"
"3824",2015,2110,70,"F","2B","CAN"
"3825",2015,2111,67,"F","2B","CAN"
"3826",2015,2111,78,"F","2B","CAN"
"3827",2015,2111,76,"F","2B","CAN"
"3828",2015,2111,73,"F","2B","CAN"
"3829",2015,2111,65,"F","2B","CAN"
"3830",2015,2112,78,"F","2B","CAN"
"3831",2015,2112,70,"F","2B","CAN"
"3832",2015,2112,74,"F","2B","CAN"
"3833",2015,2112,84,"F","2B","CAN"
"3834",2015,2112,90,"F","2B","CAN"
"3835",2015,2113,84,"F","2B","CAN"
"3836",2015,2113,87,"F","2B","CAN"
"3837",2015,2113,73,"F","2B","CAN"
"3838",2015,2113,86,"F","2B","CAN"
"3839",2015,2113,80,"F","2B","CAN"
"3840",2015,2114,78,"F","2B","CAN"
"3841",2015,2114,84,"F","2B","CAN"
"3842",2015,2114,81,"F","2B","CAN"
"3843",2015,2114,80,"F","2B","CAN"
"3844",2015,2114,75,"F","2B","CAN"
"3845",2015,2116,76,"F","2B","CAN"
"3846",2015,2116,64,"M","2B","CAN"
"3847",2015,2116,59,"F","2B","CAN"
"3848",2015,2116,56,"F","2B","CAN"
"3849",2015,2116,60,"F","2B","CAN"
"3850",2015,2117,76,"F","2B","CAN"
"3851",2015,2117,63,"M","2B","CAN"
"3852",2015,2117,58,"M","2B","CAN"
"3853",2015,2117,70,"M","2B","CAN"
"3854",2015,2117,70,"F","2B","CAN"
"3855",2015,2118,53,"M","2B","CAN"
"3856",2015,2118,78,"F","2B","CAN"
"3857",2015,2118,71,"F","2B","CAN"
"3858",2015,2118,79,"F","2B","CAN"
"3859",2015,2118,56,"M","2B","CAN"
"3860",2015,2119,80,"F","2B","CAN"
"3861",2015,2119,78,"F","2B","CAN"
"3862",2015,2119,69,"M","2B","CAN"
"3863",2015,2119,61,"M","2B","CAN"
"3864",2015,2119,81,"F","2B","CAN"
"3865",2015,2120,50,"F","2B","CAN"
"3866",2015,2120,65,"M","2B","CAN"
"3867",2015,2120,73,"M","2B","CAN"
"3868",2015,2120,64,"F","2B","CAN"
"3869",2015,2120,62,"M","2B","CAN"
"3870",2015,2121,54,"F","2B","CAN"
"3871",2015,2121,69,"F","2B","CAN"
"3872",2015,2121,69,"F","2B","CAN"
"3873",2015,2121,66,"M","2B","CAN"
"3874",2015,2121,65,"F","2B","CAN"
"3875",2015,2122,82,"M","2B","CAN"
"3876",2015,2122,55,"F","2B","CAN"
"3877",2015,2122,62,"F","2B","CAN"
"3878",2015,2122,60,"F","2B","CAN"
"3879",2015,2122,81,"M","2B","CAN"
"3880",2015,2123,71,"M","2B","CAN"
"3881",2015,2123,71,"M","2B","CAN"
"3882",2015,2123,71,"F","2B","CAN"
"3883",2015,2123,70,"M","2B","CAN"
"3884",2015,2123,70,"F","2B","CAN"
"3885",2015,2124,88,"F","2B","CAN"
"3886",2015,2124,68,"F","2B","CAN"
"3887",2015,2124,56,"M","2B","CAN"
"3888",2015,2124,61,"F","2B","CAN"
"3889",2015,2124,58,"F","2B","CAN"
"3890",2015,2125,88,"F","2B","CAN"
"3891",2015,2125,81,"F","2B","CAN"
"3892",2015,2125,66,"F","2B","CAN"
"3893",2015,2125,87,"F","2B","CAN"
"3894",2015,2125,76,"F","2B","CAN"
"3895",2015,2126,63,"F","2B","CAN"
"3896",2015,2126,60,"M","2B","CAN"
"3897",2015,2126,64,"M","2B","CAN"
"3898",2015,2126,62,"F","2B","CAN"
"3899",2015,2126,69,"M","2B","CAN"
"3900",2015,2127,55,"F","2B","CAN"
"3901",2015,2127,62,"F","2B","CAN"
"3902",2015,2127,71,"F","2B","CAN"
"3903",2015,2127,54,"F","2B","CAN"
"3904",2015,2127,47,"M","2B","CAN"
"3905",2015,2128,73,"F","2B","CAN"
"3906",2015,2128,79,"F","2B","CAN"
"3907",2015,2128,85,"F","2B","CAN"
"3908",2015,2128,82,"F","2B","CAN"
"3909",2015,2128,83,"F","2B","CAN"
"3910",2015,2129,64,"F","2B","CAN"
"3911",2015,2129,67,"M","2B","CAN"
"3912",2015,2129,63,"M","2B","CAN"
"3913",2015,2129,66,"M","2B","CAN"
"3914",2015,2130,65,"M","2B","CAN"
"3915",2015,2130,66,"M","2B","CAN"
"3916",2015,2130,69,"M","2B","CAN"
"3917",2015,2130,60,"M","2B","CAN"
"3918",2015,2130,74,"M","2B","CAN"
"3919",2015,2131,67,"F","2B","CAN"
"3920",2015,2131,61,"M","2B","CAN"
"3921",2015,2131,67,"F","2B","CAN"
"3922",2015,2131,61,"F","2B","CAN"
"3923",2015,2131,70,"F","2B","CAN"
"3924",2015,2132,83,"F","2B","CAN"
"3925",2015,2132,73,"M","2B","CAN"
"3926",2015,2132,76,"F","2B","CAN"
"3927",2015,2132,83,"F","2B","CAN"
"3928",2015,2132,75,"M","2B","CAN"
"3929",2015,2133,76,"F","2B","CAN"
"3930",2015,2133,63,"M","2B","CAN"
"3931",2015,2133,61,"F","2B","CAN"
"3932",2015,2133,64,"F","2B","CAN"
"3933",2015,2133,62,"F","2B","CAN"
"3934",2015,2134,89,"F","2B","CAN"
"3935",2015,2134,58,"M","2B","CAN"
"3936",2015,2134,64,"F","2B","CAN"
"3937",2015,2134,71,"M","2B","CAN"
"3938",2015,2134,61,"F","2B","CAN"
"3939",2015,2135,66,"F","2B","CAN"
"3940",2015,2135,58,"F","2B","CAN"
"3941",2015,2135,63,"M","2B","CAN"
"3942",2015,2135,65,"F","2B","CAN"
"3943",2015,2135,60,"M","2B","CAN"
"3944",2015,2136,50,"F","2B","CAN"
"3945",2015,2136,56,"F","2B","CAN"
"3946",2015,2136,50,"F","2B","CAN"
"3947",2015,2136,60,"F","2B","CAN"
"3948",2015,2136,62,"F","2B","CAN"
"3949",2015,2137,64,"M","2B","CAN"
"3950",2015,2137,81,"F","2B","CAN"
"3951",2015,2137,59,"F","2B","CAN"
"3952",2015,2137,91,"F","2B","CAN"
"3953",2015,2137,82,"F","2B","CAN"
"3954",2015,2138,63,"M","2B","CAN"
"3955",2015,2138,59,"M","2B","CAN"
"3956",2015,2138,60,"F","2B","CAN"
"3957",2015,2138,52,"F","2B","CAN"
"3958",2015,2138,72,"F","2B","CAN"
"3959",2015,2139,66,"M","2B","CAN"
"3960",2015,2139,73,"F","2B","CAN"
"3961",2015,2139,93,"F","2B","CAN"
"3962",2015,2139,71,"M","2B","CAN"
"3963",2015,2139,69,"M","2B","CAN"
"3964",2015,2140,91,"F","2B","CAN"
"3965",2015,2141,86,"F","2B","CAN"
"3966",2015,2142,60,"F","2B","CAN"
"3967",2015,2142,78,"F","2B","CAN"
"3968",2015,2142,78,"F","2B","CAN"
"3969",2015,2142,84,"F","2B","CAN"
"3970",2015,2142,77,"F","2B","CAN"
"3971",2015,2143,76,"F","2B","CAN"
"3972",2015,2143,67,"F","2B","CAN"
"3973",2015,2143,79,"F","2B","CAN"
"3974",2015,2143,87,"F","2B","CAN"
"3975",2015,2143,73,"F","2B","CAN"
"3976",2015,2144,57,"F","2B","CAN"
"3977",2015,2144,64,"F","2B","CAN"
"3978",2015,2144,77,"F","2B","CAN"
"3979",2015,2144,82,"F","2B","CAN"
"3980",2015,2144,90,"F","2B","CAN"
"3981",2015,2145,81,"F","2B","CAN"
"3982",2015,2145,93,"F","2B","CAN"
"3983",2015,2145,67,"F","2B","CAN"
"3984",2015,2145,95,"F","2B","CAN"
"3985",2015,2146,75,"F","2B","CAN"
"3986",2015,2146,84,"F","2B","CAN"
"3987",2015,2146,79,"F","2B","CAN"
"3988",2015,2147,57,"F","2B","CAN"
"3989",2015,2147,68,"M","2B","CAN"
"3990",2015,2147,66,"F","2B","CAN"
"3991",2015,2147,57,"M","2B","CAN"
"3992",2015,2147,64,"F","2B","CAN"
"3993",2015,2148,57,"F","2B","CAN"
"3994",2015,2148,96,"M","2B","CAN"
"3995",2015,2148,56,"M","2B","CAN"
"3996",2015,2148,59,"M","2B","CAN"
"3997",2015,2148,66,"M","2B","CAN"
"3998",2015,2149,84,"F","2B","CAN"
"3999",2015,2149,88,"F","2B","CAN"
"4000",2015,2149,77,"F","2B","CAN"
"4001",2015,2149,72,"F","2B","CAN"
"4002",2015,2149,87,"F","2B","CAN"
"4003",2015,2151,91,"F","2B","CAN"
"4004",2015,2151,61,"M","2B","CAN"
"4005",2015,2151,84,"F","2B","CAN"
"4006",2015,2151,76,"F","2B","CAN"
"4007",2015,2151,69,"F","2B","CAN"
"4008",2015,2152,74,"F","2B","CAN"
"4009",2015,2152,59,"M","2B","CAN"
"4010",2015,2152,58,"M","2B","CAN"
"4011",2015,2152,60,"M","2B","CAN"
"4012",2015,2152,63,"M","2B","CAN"
"4013",2015,2153,77,"F","2B","CAN"
"4014",2015,2153,84,"F","2B","CAN"
"4015",2015,2153,69,"M","2B","CAN"
"4016",2015,2153,69,"M","2B","CAN"
"4017",2015,2153,92,"F","2B","CAN"
"4018",2015,2154,63,"F","2B","CAN"
"4019",2015,2154,60,"F","2B","CAN"
"4020",2015,2154,73,"F","2B","CAN"
"4021",2015,2154,70,"M","2B","CAN"
"4022",2015,2154,60,"F","2B","CAN"
"4023",2015,2155,71,"F","2B","CAN"
"4024",2015,2155,70,"F","2B","CAN"
"4025",2015,2155,63,"M","2B","CAN"
"4026",2015,2155,69,"M","2B","CAN"
"4027",2015,2155,64,"M","2B","CAN"
"4028",2015,2156,74,"F","2B","CAN"
"4029",2015,2156,79,"F","2B","CAN"
"4030",2015,2156,84,"F","2B","CAN"
"4031",2015,2156,85,"F","2B","CAN"
"4032",2015,2156,78,"F","2B","CAN"
"4033",2015,2157,64,"F","2B","CAN"
"4034",2015,2157,73,"F","2B","CAN"
"4035",2015,2157,68,"M","2B","CAN"
"4036",2015,2158,66,"F","2B","CAN"
"4037",2015,2158,67,"F","2B","CAN"
"4038",2015,2159,71,"M","2B","CAN"
"4039",2015,2159,75,"F","2B","CAN"
"4040",2015,2159,68,"M","2B","CAN"
"4041",2015,2160,68,"M","2B","CAN"
"4042",2015,2160,67,"M","2B","CAN"
"4043",2015,2160,65,"M","2B","CAN"
"4044",2015,2161,71,"F","2B","CAN"
"4045",2015,2161,56,"M","2B","CAN"
"4046",2015,2161,79,"F","2B","CAN"
"4047",2015,2163,66,"F","2B","CAN"
"4048",2015,2163,79,"F","2B","CAN"
"4049",2015,2163,72,"F","2B","CAN"
"4050",2015,2163,79,"F","2B","CAN"
"4051",2015,2163,83,"F","2B","CAN"
"4052",2015,2164,77,"F","2B","CAN"
"4053",2015,2164,67,"M","2B","CAN"
"4054",2015,2164,78,"F","2B","CAN"
"4055",2015,2165,62,"F","2B","CAN"
"4056",2015,2165,80,"F","2B","CAN"
"4057",2015,2167,70,"F","2B","CAN"
"4058",2015,2167,80,"F","2B","CAN"
"4059",2015,2167,63,"F","2B","CAN"
"4060",2015,2167,74,"F","2B","CAN"
"4061",2015,2167,87,"F","2B","CAN"
"4062",2015,2168,71,"M","2B","CAN"
"4063",2015,2168,68,"M","2B","CAN"
"4064",2015,2168,70,"M","2B","CAN"
"4065",2015,2168,70,"M","2B","CAN"
"4066",2015,2168,75,"F","2B","CAN"
"4067",2015,2170,69,"M","2B","CAN"
"4068",2015,2170,67,"M","2B","CAN"
"4069",2015,2170,59,"M","2B","CAN"
"4070",2015,2170,62,"M","2B","CAN"
"4071",2015,2170,65,"M","2B","CAN"
"4072",2015,2171,73,"F","2B","CAN"
"4073",2015,2171,75,"F","2B","CAN"
"4074",2015,2171,70,"F","2B","CAN"
"4075",2015,2171,59,"M","2B","CAN"
"4076",2015,2171,67,"M","2B","CAN"
"4077",2016,2001,68,"M","2B","CAN"
"4078",2016,2001,65,"M","2B","CAN"
"4079",2016,2001,62,"F","2B","CAN"
"4080",2016,2001,66,"M","2B","CAN"
"4081",2016,2001,62,"M","2B","CAN"
"4082",2016,2002,60,"M","2B","CAN"
"4083",2016,2002,72,"M","2B","CAN"
"4084",2016,2002,70,"F","2B","CAN"
"4085",2016,2002,61,"M","2B","CAN"
"4086",2016,2002,70,"M","2B","CAN"
"4087",2016,2003,65,"M","2B","CAN"
"4088",2016,2003,71,"M","2B","CAN"
"4089",2016,2003,62,"M","2B","CAN"
"4090",2016,2003,70,"M","2B","CAN"
"4091",2016,2003,69,"M","2B","CAN"
"4092",2016,2004,78,"F","2B","CAN"
"4093",2016,2004,64,"M","2B","CAN"
"4094",2016,2004,77,"F","2B","CAN"
"4095",2016,2004,63,"M","2B","CAN"
"4096",2016,2004,71,"F","2B","CAN"
"4097",2016,2005,72,"F","2B","CAN"
"4098",2016,2005,70,"F","2B","CAN"
"4099",2016,2005,78,"F","2B","CAN"
"4100",2016,2005,64,"M","2B","CAN"
"4101",2016,2005,67,"M","2B","CAN"
"4102",2016,2006,54,"F","2B","CAN"
"4103",2016,2006,72,"F","2B","CAN"
"4104",2016,2006,67,"M","2B","CAN"
"4105",2016,2006,72,"F","2B","CAN"
"4106",2016,2006,65,"F","2B","CAN"
"4107",2016,2007,85,"F","2B","CAN"
"4108",2016,2007,78,"F","2B","CAN"
"4109",2016,2007,62,"M","2B","CAN"
"4110",2016,2007,67,"M","2B","CAN"
"4111",2016,2007,61,"M","2B","CAN"
"4112",2016,2008,88,"F","2B","CAN"
"4113",2016,2008,67,"M","2B","CAN"
"4114",2016,2008,71,"F","2B","CAN"
"4115",2016,2008,69,"M","2B","CAN"
"4116",2016,2008,69,"M","2B","CAN"
"4117",2016,2009,73,"M","2B","CAN"
"4118",2016,2009,63,"M","2B","CAN"
"4119",2016,2009,73,"M","2B","CAN"
"4120",2016,2009,81,"F","2B","CAN"
"4121",2016,2009,71,"M","2B","CAN"
"4122",2016,2010,88,"F","2B","CAN"
"4123",2016,2010,80,"F","2B","CAN"
"4124",2016,2010,83,"F","2B","CAN"
"4125",2016,2010,87,"F","2B","CAN"
"4126",2016,2010,85,"F","2B","CAN"
"4127",2016,2011,72,"M","2B","CAN"
"4128",2016,2011,75,"M","2B","CAN"
"4129",2016,2011,62,"M","2B","CAN"
"4130",2016,2011,70,"M","2B","CAN"
"4131",2016,2011,69,"M","2B","CAN"
"4132",2016,2012,68,"F","2B","CAN"
"4133",2016,2012,82,"F","2B","CAN"
"4134",2016,2012,78,"F","2B","CAN"
"4135",2016,2012,91,"F","2B","CAN"
"4136",2016,2012,71,"M","2B","CAN"
"4137",2016,2013,90,"F","2B","CAN"
"4138",2016,2013,82,"F","2B","CAN"
"4139",2016,2013,87,"F","2B","CAN"
"4140",2016,2013,72,"F","2B","CAN"
"4141",2016,2013,82,"F","2B","CAN"
"4142",2016,2014,87,"F","2B","CAN"
"4143",2016,2014,84,"F","2B","CAN"
"4144",2016,2014,69,"M","2B","CAN"
"4145",2016,2014,73,"M","2B","CAN"
"4146",2016,2014,70,"M","2B","CAN"
"4147",2016,2015,70,"F","2B","CAN"
"4148",2016,2015,64,"M","2B","CAN"
"4149",2016,2015,72,"M","2B","CAN"
"4150",2016,2015,80,"F","2B","CAN"
"4151",2016,2015,60,"M","2B","CAN"
"4152",2016,2016,82,"F","2B","CAN"
"4153",2016,2016,67,"M","2B","CAN"
"4154",2016,2016,86,"F","2B","CAN"
"4155",2016,2016,87,"F","2B","CAN"
"4156",2016,2016,68,"M","2B","CAN"
"4157",2016,2017,60,"M","2B","CAN"
"4158",2016,2017,63,"F","2B","CAN"
"4159",2016,2017,78,"F","2B","CAN"
"4160",2016,2017,73,"M","2B","CAN"
"4161",2016,2017,63,"F","2B","CAN"
"4162",2016,2019,63,"M","2B","CAN"
"4163",2016,2019,57,"F","2B","CAN"
"4164",2016,2019,69,"M","2B","CAN"
"4165",2016,2019,67,"F","2B","CAN"
"4166",2016,2019,67,"M","2B","CAN"
"4167",2016,2020,75,"M","2B","CAN"
"4168",2016,2020,62,"M","2B","CAN"
"4169",2016,2020,68,"M","2B","CAN"
"4170",2016,2020,61,"F","2B","CAN"
"4171",2016,2020,75,"F","2B","CAN"
"4172",2016,2021,67,"M","2B","CAN"
