"","year","station","length","sex","reg_area","fmp"
"635",2011,2044,73,"F","2B","CAN"
"636",2011,2045,85,"F","2B","CAN"
"637",2011,2045,69,"F","2B","CAN"
"638",2011,2045,88,"F","2B","CAN"
"639",2011,2046,81,"F","2B","CAN"
"640",2011,2046,88,"F","2B","CAN"
"641",2011,2046,76,"F","2B","CAN"
"642",2011,2047,84,"F","2B","CAN"
"643",2011,2047,78,"F","2B","CAN"
"644",2011,2047,81,"F","2B","CAN"
"645",2011,2048,88,"F","2B","CAN"
"646",2011,2048,81,"F","2B","CAN"
"647",2011,2048,80,"F","2B","CAN"
"648",2011,2049,78,"F","2B","CAN"
"649",2011,2049,50,"M","2B","CAN"
"650",2011,2049,86,"F","2B","CAN"
"651",2011,2050,74,"F","2B","CAN"
"652",2011,2050,83,"F","2B","CAN"
"653",2011,2050,81,"F","2B","CAN"
"654",2011,2051,83,"F","2B","CAN"
"655",2011,2051,76,"F","2B","CAN"
"656",2011,2051,69,"M","2B","CAN"
"657",2011,2052,66,"M","2B","CAN"
"658",2011,2052,80,"F","2B","CAN"
"659",2011,2052,64,"M","2B","CAN"
"660",2011,2053,81,"F","2B","CAN"
"661",2011,2053,83,"F","2B","CAN"
"662",2011,2054,68,"M","2B","CAN"
"663",2011,2054,89,"F","2B","CAN"
"664",2011,2054,74,"F","2B","CAN"
"665",2011,2055,65,"M","2B","CAN"
"666",2011,2055,52,"F","2B","CAN"
"667",2011,2055,63,"M","2B","CAN"
"668",2011,2056,66,"M","2B","CAN"
"669",2011,2056,65,"F","2B","CAN"
"670",2011,2056,70,"M","2B","CAN"
"671",2011,2057,63,"M","2B","CAN"
"672",2011,2057,76,"F","2B","CAN"
"673",2011,2057,62,"M","2B","CAN"
"674",2011,2058,84,"F","2B","CAN"
"675",2011,2058,74,"F","2B","CAN"
"676",2011,2059,81,"F","2B","CAN"
"677",2011,2059,82,"F","2B","CAN"
"678",2011,2059,60,"M","2B","CAN"
"679",2011,2060,69,"M","2B","CAN"
"680",2011,2060,64,"M","2B","CAN"
"681",2011,2060,62,"M","2B","CAN"
"682",2011,2061,66,"M","2B","CAN"
"683",2011,2062,69,"M","2B","CAN"
"684",2011,2062,69,"M","2B","CAN"
"685",2011,2062,63,"M","2B","CAN"
"686",2011,2063,83,"F","2B","CAN"
"687",2011,2063,69,"M","2B","CAN"
"688",2011,2063,64,"M","2B","CAN"
"689",2011,2064,67,"F","2B","CAN"
"690",2011,2064,80,"F","2B","CAN"
"691",2011,2064,54,"M","2B","CAN"
"692",2011,2065,78,"F","2B","CAN"
"693",2011,2065,84,"F","2B","CAN"
"694",2011,2065,78,"F","2B","CAN"
"695",2011,2066,61,"M","2B","CAN"
"696",2011,2066,66,"M","2B","CAN"
"697",2011,2066,68,"M","2B","CAN"
"698",2011,2067,68,"M","2B","CAN"
"699",2011,2067,83,"F","2B","CAN"
"700",2011,2067,79,"F","2B","CAN"
"701",2011,2068,89,"F","2B","CAN"
"702",2011,2068,71,"M","2B","CAN"
"703",2011,2068,61,"M","2B","CAN"
"704",2011,2069,76,"F","2B","CAN"
"705",2011,2069,85,"F","2B","CAN"
"706",2011,2069,71,"F","2B","CAN"
"707",2011,2070,82,"F","2B","CAN"
"708",2011,2070,77,"F","2B","CAN"
"709",2011,2070,78,"F","2B","CAN"
"710",2011,2071,74,"F","2B","CAN"
"711",2011,2071,53,"F","2B","CAN"
"712",2011,2071,69,"F","2B","CAN"
"713",2011,2072,63,"M","2B","CAN"
"714",2011,2072,68,"M","2B","CAN"
"715",2011,2072,61,"F","2B","CAN"
"716",2011,2073,62,"M","2B","CAN"
"717",2011,2073,57,"F","2B","CAN"
"718",2011,2073,85,"F","2B","CAN"
"719",2011,2074,58,"F","2B","CAN"
"720",2011,2074,66,"M","2B","CAN"
"721",2011,2074,61,"M","2B","CAN"
"722",2011,2075,69,"M","2B","CAN"
"723",2011,2075,65,"M","2B","CAN"
"724",2011,2075,56,"M","2B","CAN"
"725",2011,2076,70,"M","2B","CAN"
"726",2011,2076,62,"M","2B","CAN"
"727",2011,2076,60,"M","2B","CAN"
"728",2011,2077,68,"M","2B","CAN"
"729",2011,2077,68,"F","2B","CAN"
"730",2011,2077,75,"F","2B","CAN"
"731",2011,2079,79,"F","2B","CAN"
"732",2011,2079,70,"M","2B","CAN"
"733",2011,2079,81,"F","2B","CAN"
"734",2011,2080,74,"M","2B","CAN"
"735",2011,2080,67,"M","2B","CAN"
"736",2011,2080,64,"M","2B","CAN"
"737",2011,2081,67,"M","2B","CAN"
"738",2011,2081,60,"F","2B","CAN"
"739",2011,2081,59,"F","2B","CAN"
"740",2011,2082,57,"M","2B","CAN"
"741",2011,2082,63,"F","2B","CAN"
"742",2011,2082,66,"M","2B","CAN"
"743",2011,2083,67,"F","2B","CAN"
"744",2011,2083,67,"M","2B","CAN"
"745",2011,2083,62,"M","2B","CAN"
"746",2011,2084,65,"F","2B","CAN"
"747",2011,2084,45,"F","2B","CAN"
"748",2011,2084,67,"F","2B","CAN"
"749",2011,2085,66,"M","2B","CAN"
"750",2011,2085,60,"M","2B","CAN"
"751",2011,2085,67,"M","2B","CAN"
"752",2011,2086,60,"M","2B","CAN"
"753",2011,2086,81,"F","2B","CAN"
"754",2011,2086,62,"F","2B","CAN"
"755",2011,2087,61,"M","2B","CAN"
"756",2011,2087,92,"F","2B","CAN"
"757",2011,2087,96,"F","2B","CAN"
"758",2011,2088,67,"M","2B","CAN"
"759",2011,2088,67,"M","2B","CAN"
"760",2011,2088,80,"F","2B","CAN"
"761",2011,2089,58,"M","2B","CAN"
"762",2011,2089,87,"F","2B","CAN"
"763",2011,2089,72,"F","2B","CAN"
"764",2011,2090,62,"M","2B","CAN"
"765",2011,2090,62,"M","2B","CAN"
"766",2011,2090,78,"F","2B","CAN"
"767",2011,2091,92,"F","2B","CAN"
"768",2011,2091,84,"F","2B","CAN"
"769",2011,2091,80,"F","2B","CAN"
"770",2011,2092,74,"M","2B","CAN"
"771",2011,2092,90,"F","2B","CAN"
"772",2011,2092,85,"F","2B","CAN"
"773",2011,2093,72,"M","2B","CAN"
"774",2011,2093,87,"F","2B","CAN"
"775",2011,2093,93,"F","2B","CAN"
"776",2011,2094,65,"F","2B","CAN"
"777",2011,2094,84,"F","2B","CAN"
"778",2011,2094,69,"M","2B","CAN"
"779",2011,2095,65,"M","2B","CAN"
"780",2011,2095,60,"M","2B","CAN"
"781",2011,2095,68,"F","2B","CAN"
"782",2011,2096,61,"F","2B","CAN"
"783",2011,2096,66,"F","2B","CAN"
"784",2011,2096,60,"F","2B","CAN"
"785",2011,2097,82,"F","2B","CAN"
"786",2011,2097,79,"F","2B","CAN"
"787",2011,2097,86,"F","2B","CAN"
"788",2011,2098,88,"F","2B","CAN"
"789",2011,2098,80,"F","2B","CAN"
"790",2011,2098,89,"F","2B","CAN"
"791",2011,2099,96,"F","2B","CAN"
"792",2011,2099,89,"F","2B","CAN"
"793",2011,2099,86,"F","2B","CAN"
"794",2011,2100,64,"M","2B","CAN"
"795",2011,2100,68,"M","2B","CAN"
"796",2011,2100,78,"F","2B","CAN"
"797",2011,2101,68,"M","2B","CAN"
"798",2011,2101,69,"M","2B","CAN"
"799",2011,2101,68,"M","2B","CAN"
"800",2011,2102,68,"F","2B","CAN"
"801",2011,2102,66,"M","2B","CAN"
"802",2011,2102,68,"M","2B","CAN"
"803",2011,2103,81,"F","2B","CAN"
"804",2011,2103,54,"F","2B","CAN"
"805",2011,2103,88,"F","2B","CAN"
"806",2011,2104,59,"F","2B","CAN"
"807",2011,2104,66,"M","2B","CAN"
"808",2011,2104,70,"M","2B","CAN"
"809",2011,2105,73,"M","2B","CAN"
"810",2011,2105,59,"M","2B","CAN"
"811",2011,2105,79,"F","2B","CAN"
"812",2011,2106,67,"M","2B","CAN"
"813",2011,2106,88,"F","2B","CAN"
"814",2011,2106,68,"M","2B","CAN"
"815",2011,2107,61,"M","2B","CAN"
"816",2011,2107,67,"M","2B","CAN"
"817",2011,2107,55,"F","2B","CAN"
"818",2011,2108,68,"M","2B","CAN"
"819",2011,2108,57,"M","2B","CAN"
"820",2011,2108,65,"M","2B","CAN"
"821",2011,2109,69,"M","2B","CAN"
"822",2011,2109,61,"M","2B","CAN"
"823",2011,2109,64,"M","2B","CAN"
"824",2011,2110,80,"F","2B","CAN"
"825",2011,2110,86,"F","2B","CAN"
"826",2011,2110,66,"M","2B","CAN"
"827",2011,2111,64,"M","2B","CAN"
"828",2011,2111,67,"F","2B","CAN"
"829",2011,2111,68,"M","2B","CAN"
"830",2011,2112,65,"F","2B","CAN"
"831",2011,2112,59,"M","2B","CAN"
"832",2011,2112,67,"M","2B","CAN"
"833",2011,2113,80,"F","2B","CAN"
"834",2011,2113,67,"M","2B","CAN"
"835",2011,2113,66,"F","2B","CAN"
"836",2011,2114,66,"M","2B","CAN"
"837",2011,2114,68,"M","2B","CAN"
"838",2011,2114,68,"F","2B","CAN"
"839",2011,2115,69,"M","2B","CAN"
"840",2011,2115,73,"M","2B","CAN"
"841",2011,2115,84,"F","2B","CAN"
"842",2011,2116,53,"F","2B","CAN"
"843",2011,2116,69,"F","2B","CAN"
"844",2011,2116,62,"M","2B","CAN"
"845",2011,2117,65,"M","2B","CAN"
"846",2011,2117,68,"F","2B","CAN"
"847",2011,2117,56,"F","2B","CAN"
"848",2011,2118,81,"F","2B","CAN"
"849",2011,2118,75,"F","2B","CAN"
"850",2011,2118,82,"F","2B","CAN"
"851",2011,2119,71,"M","2B","CAN"
"852",2011,2119,66,"M","2B","CAN"
"853",2011,2119,83,"F","2B","CAN"
"854",2011,2120,67,"M","2B","CAN"
"855",2011,2120,70,"M","2B","CAN"
"856",2011,2120,68,"F","2B","CAN"
"857",2011,2121,65,"M","2B","CAN"
"858",2011,2121,56,"M","2B","CAN"
"859",2011,2121,60,"M","2B","CAN"
"860",2011,2122,66,"M","2B","CAN"
"861",2011,2122,66,"M","2B","CAN"
"862",2011,2122,60,"M","2B","CAN"
"863",2011,2123,79,"F","2B","CAN"
"864",2011,2123,85,"F","2B","CAN"
"865",2011,2123,55,"F","2B","CAN"
"866",2011,2124,53,"M","2B","CAN"
"867",2011,2124,62,"M","2B","CAN"
"868",2011,2124,68,"F","2B","CAN"
"869",2011,2125,58,"M","2B","CAN"
"870",2011,2125,77,"F","2B","CAN"
"871",2011,2125,76,"F","2B","CAN"
"872",2011,2126,61,"M","2B","CAN"
"873",2011,2126,77,"F","2B","CAN"
"874",2011,2126,71,"F","2B","CAN"
"875",2011,2127,68,"M","2B","CAN"
"876",2011,2127,87,"F","2B","CAN"
"877",2011,2127,78,"F","2B","CAN"
"878",2011,2128,61,"M","2B","CAN"
"879",2011,2128,64,"M","2B","CAN"
"880",2011,2128,64,"M","2B","CAN"
"881",2011,2129,76,"M","2B","CAN"
"882",2011,2129,60,"M","2B","CAN"
"883",2011,2129,69,"M","2B","CAN"
"884",2011,2130,63,"M","2B","CAN"
"885",2011,2130,69,"M","2B","CAN"
"886",2011,2130,62,"M","2B","CAN"
"887",2011,2131,80,"F","2B","CAN"
"888",2011,2131,64,"F","2B","CAN"
"889",2011,2131,68,"M","2B","CAN"
"890",2011,2132,67,"M","2B","CAN"
"891",2011,2132,63,"M","2B","CAN"
"892",2011,2132,69,"M","2B","CAN"
"893",2011,2133,82,"F","2B","CAN"
"894",2011,2133,66,"M","2B","CAN"
"895",2011,2133,61,"F","2B","CAN"
"896",2011,2134,63,"M","2B","CAN"
"897",2011,2134,71,"M","2B","CAN"
"898",2011,2134,69,"M","2B","CAN"
"899",2011,2135,79,"F","2B","CAN"
"900",2011,2135,66,"M","2B","CAN"
"901",2011,2135,63,"F","2B","CAN"
"902",2011,2136,61,"M","2B","CAN"
"903",2011,2136,70,"F","2B","CAN"
"904",2011,2136,65,"M","2B","CAN"
"905",2011,2137,80,"F","2B","CAN"
"906",2011,2137,82,"F","2B","CAN"
"907",2011,2137,66,"F","2B","CAN"
"908",2011,2138,68,"F","2B","CAN"
"909",2011,2138,75,"F","2B","CAN"
"910",2011,2138,77,"F","2B","CAN"
"911",2011,2139,70,"M","2B","CAN"
"912",2011,2139,58,"M","2B","CAN"
"913",2011,2139,67,"F","2B","CAN"
"914",2011,2140,79,"F","2B","CAN"
"915",2011,2140,78,"F","2B","CAN"
"916",2011,2140,87,"F","2B","CAN"
"917",2011,2141,61,"M","2B","CAN"
"918",2011,2141,66,"M","2B","CAN"
"919",2011,2142,82,"F","2B","CAN"
"920",2011,2142,64,"F","2B","CAN"
"921",2011,2142,61,"M","2B","CAN"
"922",2011,2143,56,"F","2B","CAN"
"923",2011,2143,74,"F","2B","CAN"
"924",2011,2143,71,"F","2B","CAN"
"925",2011,2144,88,"F","2B","CAN"
"926",2011,2144,65,"M","2B","CAN"
"927",2011,2144,60,"F","2B","CAN"
"928",2011,2145,86,"F","2B","CAN"
"929",2011,2145,82,"F","2B","CAN"
"930",2011,2145,85,"F","2B","CAN"
"931",2011,2146,57,"M","2B","CAN"
"932",2011,2146,89,"F","2B","CAN"
"933",2011,2147,87,"F","2B","CAN"
"934",2011,2147,73,"M","2B","CAN"
"935",2011,2147,66,"M","2B","CAN"
"936",2011,2148,85,"F","2B","CAN"
"937",2011,2148,89,"F","2B","CAN"
"938",2011,2148,81,"F","2B","CAN"
"939",2011,2149,75,"F","2B","CAN"
"940",2011,2149,87,"F","2B","CAN"
"941",2011,2149,64,"M","2B","CAN"
"942",2011,2150,57,"F","2B","CAN"
"943",2011,2150,65,"M","2B","CAN"
"944",2011,2150,59,"M","2B","CAN"
"945",2011,2151,64,"M","2B","CAN"
"946",2011,2151,75,"F","2B","CAN"
"947",2011,2151,54,"F","2B","CAN"
"948",2011,2152,62,"M","2B","CAN"
"949",2011,2152,64,"M","2B","CAN"
"950",2011,2152,54,"M","2B","CAN"
"951",2011,2153,87,"F","2B","CAN"
"952",2011,2153,72,"F","2B","CAN"
"953",2011,2153,50,"F","2B","CAN"
"954",2011,2154,79,"F","2B","CAN"
"955",2011,2154,68,"M","2B","CAN"
"956",2011,2154,59,"M","2B","CAN"
"957",2011,2155,92,"F","2B","CAN"
"958",2011,2155,73,"F","2B","CAN"
"959",2011,2155,83,"F","2B","CAN"
"960",2011,2156,66,"F","2B","CAN"
"961",2011,2156,62,"F","2B","CAN"
"962",2011,2156,64,"M","2B","CAN"
"963",2011,2157,64,"M","2B","CAN"
"964",2011,2157,63,"M","2B","CAN"
"965",2011,2157,92,"F","2B","CAN"
"966",2011,2158,71,"M","2B","CAN"
"967",2011,2158,76,"F","2B","CAN"
"968",2011,2158,67,"M","2B","CAN"
"969",2011,2159,75,"F","2B","CAN"
"970",2011,2159,80,"F","2B","CAN"
"971",2011,2159,56,"M","2B","CAN"
"972",2011,2160,79,"F","2B","CAN"
"973",2011,2160,77,"F","2B","CAN"
"974",2011,2160,57,"M","2B","CAN"
"975",2011,2161,75,"F","2B","CAN"
"976",2011,2161,61,"F","2B","CAN"
"977",2011,2161,64,"M","2B","CAN"
"978",2011,2162,57,"M","2B","CAN"
"979",2011,2162,59,"F","2B","CAN"
"980",2011,2163,63,"M","2B","CAN"
"981",2011,2163,57,"M","2B","CAN"
"982",2011,2163,66,"M","2B","CAN"
"983",2011,2164,50,"F","2B","CAN"
"984",2011,2164,88,"F","2B","CAN"
"985",2011,2164,75,"F","2B","CAN"
"986",2011,2167,77,"F","2B","CAN"
"987",2011,2167,86,"F","2B","CAN"
"988",2011,2167,71,"M","2B","CAN"
"989",2011,2168,74,"F","2B","CAN"
"990",2011,2168,79,"F","2B","CAN"
"991",2011,2168,67,"F","2B","CAN"
"992",2011,2169,67,"M","2B","CAN"
"993",2011,2169,67,"M","2B","CAN"
"994",2011,2169,65,"M","2B","CAN"
"995",2011,2170,71,"M","2B","CAN"
"996",2011,2170,72,"M","2B","CAN"
"997",2011,2170,62,"M","2B","CAN"
"998",2011,2171,53,"M","2B","CAN"
"999",2011,2171,58,"F","2B","CAN"
"1000",2011,2171,91,"F","2B","CAN"
"1001",2011,2172,82,"F","2B","GOA"
"1002",2012,2001,56,"F","2B","CAN"
"1003",2012,2001,64,"M","2B","CAN"
"1004",2012,2001,75,"F","2B","CAN"
"1005",2012,2001,65,"M","2B","CAN"
"1006",2012,2001,73,"F","2B","CAN"
"1007",2012,2002,83,"F","2B","CAN"
"1008",2012,2002,82,"F","2B","CAN"
"1009",2012,2002,85,"F","2B","CAN"
"1010",2012,2002,77,"F","2B","CAN"
"1011",2012,2002,79,"F","2B","CAN"
"1012",2012,2003,79,"F","2B","CAN"
"1013",2012,2003,59,"M","2B","CAN"
"1014",2012,2003,69,"F","2B","CAN"
"1015",2012,2003,61,"F","2B","CAN"
"1016",2012,2003,61,"F","2B","CAN"
"1017",2012,2004,83,"F","2B","CAN"
"1018",2012,2004,85,"F","2B","CAN"
"1019",2012,2004,92,"F","2B","CAN"
"1020",2012,2004,88,"F","2B","CAN"
"1021",2012,2004,68,"F","2B","CAN"
"1022",2012,2005,85,"F","2B","CAN"
"1023",2012,2005,60,"F","2B","CAN"
"1024",2012,2005,76,"F","2B","CAN"
"1025",2012,2005,82,"F","2B","CAN"
"1026",2012,2005,80,"F","2B","CAN"
"1027",2012,2006,58,"F","2B","CAN"
"1028",2012,2006,58,"M","2B","CAN"
"1029",2012,2006,71,"M","2B","CAN"
"1030",2012,2006,76,"F","2B","CAN"
"1031",2012,2006,84,"F","2B","CAN"
"1032",2012,2007,84,"F","2B","CAN"
"1033",2012,2008,85,"F","2B","CAN"
"1034",2012,2008,84,"F","2B","CAN"
"1035",2012,2008,87,"F","2B","CAN"
"1036",2012,2008,77,"F","2B","CAN"
"1037",2012,2008,82,"F","2B","CAN"
"1038",2012,2009,81,"F","2B","CAN"
"1039",2012,2009,85,"F","2B","CAN"
"1040",2012,2009,88,"F","2B","CAN"
"1041",2012,2009,83,"F","2B","CAN"
"1042",2012,2009,84,"F","2B","CAN"
"1043",2012,2010,80,"F","2B","CAN"
"1044",2012,2010,87,"F","2B","CAN"
"1045",2012,2010,76,"F","2B","CAN"
"1046",2012,2010,85,"F","2B","CAN"
"1047",2012,2010,76,"F","2B","CAN"
"1048",2012,2011,65,"M","2B","CAN"
"1049",2012,2011,58,"M","2B","CAN"
"1050",2012,2011,70,"M","2B","CAN"
"1051",2012,2011,56,"M","2B","CAN"
"1052",2012,2011,65,"M","2B","CAN"
"1053",2012,2012,76,"F","2B","CAN"
"1054",2012,2012,89,"F","2B","CAN"
"1055",2012,2012,74,"F","2B","CAN"
"1056",2012,2013,85,"F","2B","CAN"
"1057",2012,2013,81,"F","2B","CAN"
"1058",2012,2013,85,"F","2B","CAN"
"1059",2012,2013,87,"F","2B","CAN"
"1060",2012,2013,84,"F","2B","CAN"
"1061",2012,2014,83,"F","2B","CAN"
"1062",2012,2014,89,"F","2B","CAN"
"1063",2012,2014,80,"F","2B","CAN"
"1064",2012,2014,81,"F","2B","CAN"
"1065",2012,2014,85,"F","2B","CAN"
"1066",2012,2015,84,"F","2B","CAN"
"1067",2012,2015,82,"F","2B","CAN"
"1068",2012,2015,85,"F","2B","CAN"
"1069",2012,2015,80,"F","2B","CAN"
"1070",2012,2015,72,"M","2B","CAN"
"1071",2012,2016,86,"F","2B","CAN"
"1072",2012,2016,84,"F","2B","CAN"
"1073",2012,2016,92,"F","2B","CAN"
"1074",2012,2017,77,"F","2B","CAN"
"1075",2012,2017,84,"F","2B","CAN"
"1076",2012,2017,69,"F","2B","CAN"
"1077",2012,2017,80,"F","2B","CAN"
"1078",2012,2017,84,"F","2B","CAN"
"1079",2012,2018,65,"M","2B","CAN"
"1080",2012,2018,82,"F","2B","CAN"
"1081",2012,2018,71,"M","2B","CAN"
"1082",2012,2018,71,"M","2B","CAN"
"1083",2012,2018,54,"M","2B","CAN"
"1084",2012,2019,91,"F","2B","CAN"
"1085",2012,2019,71,"F","2B","CAN"
"1086",2012,2019,86,"F","2B","CAN"
"1087",2012,2019,78,"F","2B","CAN"
"1088",2012,2019,82,"F","2B","CAN"
"1089",2012,2020,82,"F","2B","CAN"
"1090",2012,2020,90,"F","2B","CAN"
"1091",2012,2020,72,"F","2B","CAN"
"1092",2012,2020,75,"F","2B","CAN"
"1093",2012,2020,83,"F","2B","CAN"
"1094",2012,2021,78,"F","2B","CAN"
"1095",2012,2021,77,"F","2B","CAN"
"1096",2012,2021,59,"F","2B","CAN"
"1097",2012,2021,88,"F","2B","CAN"
"1098",2012,2021,71,"F","2B","CAN"
"1099",2012,2023,82,"F","2B","CAN"
"1100",2012,2023,92,"F","2B","CAN"
"1101",2012,2023,83,"F","2B","CAN"
"1102",2012,2023,88,"F","2B","CAN"
"1103",2012,2023,87,"F","2B","CAN"
"1104",2012,2024,86,"F","2B","CAN"
"1105",2012,2024,71,"F","2B","CAN"
"1106",2012,2024,89,"F","2B","CAN"
"1107",2012,2024,87,"F","2B","CAN"
"1108",2012,2025,82,"F","2B","CAN"
"1109",2012,2025,85,"F","2B","CAN"
"1110",2012,2025,82,"F","2B","CAN"
"1111",2012,2025,74,"F","2B","CAN"
"1112",2012,2025,87,"F","2B","CAN"
"1113",2012,2026,79,"F","2B","CAN"
"1114",2012,2026,85,"F","2B","CAN"
"1115",2012,2026,66,"M","2B","CAN"
"1116",2012,2026,83,"F","2B","CAN"
"1117",2012,2026,88,"F","2B","CAN"
"1118",2012,2027,79,"F","2B","CAN"
"1119",2012,2027,84,"F","2B","CAN"
"1120",2012,2027,79,"F","2B","CAN"
"1121",2012,2027,88,"F","2B","CAN"
"1122",2012,2027,85,"F","2B","CAN"
"1123",2012,2028,83,"F","2B","CAN"
"1124",2012,2028,85,"F","2B","CAN"
"1125",2012,2028,84,"F","2B","CAN"
"1126",2012,2028,89,"F","2B","CAN"
"1127",2012,2028,76,"F","2B","CAN"
"1128",2012,2029,88,"F","2B","CAN"
"1129",2012,2029,70,"M","2B","CAN"
"1130",2012,2029,64,"M","2B","CAN"
"1131",2012,2029,66,"F","2B","CAN"
"1132",2012,2029,84,"F","2B","CAN"
"1133",2012,2030,81,"F","2B","CAN"
"1134",2012,2030,72,"F","2B","CAN"
"1135",2012,2030,86,"F","2B","CAN"
"1136",2012,2030,87,"F","2B","CAN"
"1137",2012,2030,87,"F","2B","CAN"
"1138",2012,2031,85,"F","2B","CAN"
"1139",2012,2031,82,"F","2B","CAN"
"1140",2012,2031,76,"F","2B","CAN"
"1141",2012,2031,67,"M","2B","CAN"
"1142",2012,2031,79,"F","2B","CAN"
"1143",2012,2032,77,"F","2B","CAN"
"1144",2012,2032,80,"F","2B","CAN"
"1145",2012,2032,89,"F","2B","CAN"
"1146",2012,2032,84,"F","2B","CAN"
"1147",2012,2032,89,"F","2B","CAN"
"1148",2012,2033,86,"F","2B","CAN"
"1149",2012,2033,77,"F","2B","CAN"
"1150",2012,2033,88,"F","2B","CAN"
"1151",2012,2033,86,"F","2B","CAN"
"1152",2012,2033,80,"F","2B","CAN"
"1153",2012,2034,85,"F","2B","CAN"
"1154",2012,2034,94,"F","2B","CAN"
"1155",2012,2034,93,"F","2B","CAN"
"1156",2012,2034,79,"F","2B","CAN"
"1157",2012,2034,85,"F","2B","CAN"
"1158",2012,2035,88,"F","2B","CAN"
"1159",2012,2035,88,"F","2B","CAN"
"1160",2012,2035,81,"F","2B","CAN"
"1161",2012,2035,84,"F","2B","CAN"
"1162",2012,2035,86,"F","2B","CAN"
"1163",2012,2037,57,"M","2B","CAN"
"1164",2012,2037,66,"M","2B","CAN"
"1165",2012,2037,65,"M","2B","CAN"
"1166",2012,2037,80,"F","2B","CAN"
"1167",2012,2037,52,"M","2B","CAN"
"1168",2012,2038,92,"F","2B","CAN"
"1169",2012,2038,79,"F","2B","CAN"
"1170",2012,2038,80,"F","2B","CAN"
"1171",2012,2038,84,"F","2B","CAN"
"1172",2012,2038,84,"F","2B","CAN"
"1173",2012,2039,77,"F","2B","CAN"
"1174",2012,2039,80,"F","2B","CAN"
"1175",2012,2039,75,"F","2B","CAN"
"1176",2012,2039,85,"F","2B","CAN"
"1177",2012,2039,69,"F","2B","CAN"
"1178",2012,2040,83,"F","2B","CAN"
"1179",2012,2040,74,"F","2B","CAN"
"1180",2012,2040,69,"F","2B","CAN"
"1181",2012,2041,75,"F","2B","CAN"
"1182",2012,2041,80,"F","2B","CAN"
"1183",2012,2041,83,"F","2B","CAN"
"1184",2012,2042,66,"F","2B","CAN"
"1185",2012,2042,71,"M","2B","CAN"
"1186",2012,2042,93,"F","2B","CAN"
"1187",2012,2043,70,"M","2B","CAN"
"1188",2012,2043,88,"F","2B","CAN"
"1189",2012,2043,85,"F","2B","CAN"
"1190",2012,2043,89,"F","2B","CAN"
"1191",2012,2044,79,"F","2B","CAN"
"1192",2012,2044,82,"F","2B","CAN"
"1193",2012,2044,84,"F","2B","CAN"
"1194",2012,2044,82,"F","2B","CAN"
"1195",2012,2044,84,"F","2B","CAN"
"1196",2012,2045,91,"F","2B","CAN"
"1197",2012,2045,76,"F","2B","CAN"
"1198",2012,2045,81,"F","2B","CAN"
"1199",2012,2045,80,"F","2B","CAN"
"1200",2012,2045,89,"F","2B","CAN"
"1201",2012,2046,87,"F","2B","CAN"
"1202",2012,2046,87,"F","2B","CAN"
"1203",2012,2048,78,"F","2B","CAN"
"1204",2012,2049,80,"F","2B","CAN"
"1205",2012,2049,81,"F","2B","CAN"
"1206",2012,2049,91,"F","2B","CAN"
"1207",2012,2049,93,"F","2B","CAN"
"1208",2012,2049,85,"F","2B","CAN"
"1209",2012,2050,81,"F","2B","CAN"
"1210",2012,2050,64,"M","2B","CAN"
"1211",2012,2050,83,"F","2B","CAN"
"1212",2012,2050,64,"M","2B","CAN"
"1213",2012,2050,65,"M","2B","CAN"
"1214",2012,2051,92,"F","2B","CAN"
"1215",2012,2051,66,"M","2B","CAN"
"1216",2012,2051,79,"F","2B","CAN"
"1217",2012,2051,68,"F","2B","CAN"
"1218",2012,2051,80,"F","2B","CAN"
"1219",2012,2052,69,"M","2B","CAN"
"1220",2012,2052,73,"M","2B","CAN"
"1221",2012,2052,64,"M","2B","CAN"
"1222",2012,2052,58,"F","2B","CAN"
"1223",2012,2052,63,"M","2B","CAN"
"1224",2012,2053,80,"F","2B","CAN"
"1225",2012,2053,86,"F","2B","CAN"
"1226",2012,2053,54,"M","2B","CAN"
"1227",2012,2053,85,"F","2B","CAN"
"1228",2012,2053,85,"F","2B","CAN"
"1229",2012,2054,66,"F","2B","CAN"
"1230",2012,2054,88,"F","2B","CAN"
"1231",2012,2054,85,"F","2B","CAN"
"1232",2012,2054,79,"F","2B","CAN"
"1233",2012,2054,83,"F","2B","CAN"
"1234",2012,2055,86,"F","2B","CAN"
"1235",2012,2055,70,"M","2B","CAN"
"1236",2012,2055,87,"F","2B","CAN"
"1237",2012,2055,81,"F","2B","CAN"
"1238",2012,2055,85,"F","2B","CAN"
"1239",2012,2056,85,"F","2B","CAN"
"1240",2012,2056,83,"F","2B","CAN"
"1241",2012,2056,85,"F","2B","CAN"
"1242",2012,2056,84,"F","2B","CAN"
"1243",2012,2056,84,"F","2B","CAN"
"1244",2012,2057,77,"F","2B","CAN"
"1245",2012,2057,82,"F","2B","CAN"
"1246",2012,2057,91,"F","2B","CAN"
"1247",2012,2057,80,"F","2B","CAN"
"1248",2012,2057,79,"F","2B","CAN"
"1249",2012,2058,76,"F","2B","CAN"
"1250",2012,2058,83,"F","2B","CAN"
"1251",2012,2058,82,"F","2B","CAN"
"1252",2012,2058,84,"F","2B","CAN"
"1253",2012,2059,80,"F","2B","CAN"
"1254",2012,2059,83,"F","2B","CAN"
"1255",2012,2059,85,"F","2B","CAN"
"1256",2012,2059,66,"M","2B","CAN"
"1257",2012,2059,85,"F","2B","CAN"
